datetime,temperature_2m,relative_humidity_2m,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,visibility,wind_speed_10m,wind_direction_10m,wind_gusts_10m,soil_temperature_0cm,soil_moisture_0_to_1cm
2024-01-01 00:00:00,4.1,83,0.0,0.0,0.0,0.0,2,1013.0,963.4,55,50,9,0,24140.0,8.0,234,18.4,3.9,0.302
2024-01-01 01:00:00,3.7,87,0.0,0.0,0.0,0.0,1,1014.5,964.8,31,31,0,0,24140.0,4.7,176,13.3,2.1,0.324
2024-01-01 02:00:00,3.6,85,0.0,0.0,0.0,0.0,2,1014.0,964.3,64,25,47,0,24140.0,6.4,164,14.0,2.2,0.322
2024-01-01 03:00:00,3.9,81,0.0,0.0,0.0,0.0,3,1014.0,964.4,100,81,100,0,24140.0,5.4,217,14.0,2.4,0.321
2024-01-01 04:00:00,3.8,85,0.8,0.6,0.0,0.0,61,1014.5,964.8,100,100,100,0,24140.0,4.6,309,18.4,2.9,0.321
2024-01-01 05:00:00,3.7,86,0.9,0.9,0.0,0.0,80,1014.7,965.0,82,40,66,0,24140.0,7.2,198,15.1,2.6,0.328
2024-01-01 06:00:00,3.5,84,0.0,0.0,0.0,0.0,3,1015.0,965.2,93,86,86,1,24140.0,7.3,200,16.2,2.7,0.322
2024-01-01 07:00:00,3.9,88,0.0,0.0,0.0,0.0,3,1015.5,965.8,93,52,82,0,24140.0,5.1,184,16.6,2.8,0.321
2024-01-01 08:00:00,4.0,85,0.1,0.0,0.0,0.0,80,1015.5,965.8,97,22,92,33,24140.0,7.0,192,16.6,3.0,0.32
2024-01-01 09:00:00,3.8,83,0.0,0.0,0.0,0.0,3,1015.6,965.9,82,7,79,20,24140.0,7.5,215,16.2,2.9,0.318
2024-01-01 10:00:00,5.2,78,0.0,0.0,0.0,0.0,3,1015.8,966.3,76,29,29,48,24140.0,12.3,232,25.2,5.4,0.318
2024-01-01 11:00:00,6.4,71,0.0,0.0,0.0,0.0,2,1016.0,966.7,49,24,0,31,24140.0,13.4,243,28.8,6.8,0.316
2024-01-01 12:00:00,7.2,68,0.0,0.0,0.0,0.0,2,1015.4,966.3,48,0,48,0,24140.0,13.1,249,28.8,8.0,0.314
2024-01-01 13:00:00,7.6,67,0.0,0.0,0.0,0.0,2,1016.2,967.1,100,25,100,100,24140.0,12.3,249,32.8,8.2,0.312
2024-01-01 14:00:00,7.6,66,0.0,0.0,0.0,0.0,3,1015.4,966.3,98,81,96,13,24140.0,13.9,245,31.7,7.7,0.311
2024-01-01 15:00:00,7.4,66,0.0,0.0,0.0,0.0,3,1015.2,966.1,92,38,77,31,24140.0,12.2,246,30.2,7.1,0.31
2024-01-01 16:00:00,6.8,70,0.0,0.0,0.0,0.0,3,1015.6,966.4,74,0,74,0,24140.0,8.4,239,26.3,5.9,0.31
2024-01-01 17:00:00,5.8,77,0.0,0.0,0.0,0.0,2,1016.1,966.7,76,0,77,33,24140.0,5.6,220,18.0,4.2,0.31
2024-01-01 18:00:00,5.2,79,0.0,0.0,0.0,0.0,3,1016.9,967.3,100,0,70,100,24140.0,5.1,184,13.0,3.2,0.31
2024-01-01 19:00:00,4.5,83,0.0,0.0,0.0,0.0,3,1018.1,968.4,64,0,64,0,24140.0,6.4,164,13.0,2.9,0.31
2024-01-01 20:00:00,4.1,84,0.0,0.0,0.0,0.0,3,1017.3,967.5,100,0,0,100,24140.0,7.2,153,15.5,2.6,0.31
2024-01-01 21:00:00,3.9,86,0.0,0.0,0.0,0.0,3,1017.0,967.2,100,0,63,100,24140.0,6.3,149,15.5,2.4,0.31
2024-01-01 22:00:00,3.8,85,0.0,0.0,0.0,0.0,3,1016.9,967.1,98,42,82,86,24140.0,5.8,158,14.0,2.4,0.31
2024-01-01 23:00:00,3.8,85,0.0,0.0,0.0,0.0,3,1015.7,966.0,100,0,100,100,24140.0,6.0,147,13.3,2.2,0.309
2024-01-02 00:00:00,3.9,87,0.0,0.0,0.0,0.0,3,1015.8,966.1,100,0,92,100,24140.0,4.9,144,12.6,1.8,0.309
2024-01-02 01:00:00,3.1,87,0.0,0.0,0.0,0.0,3,1015.8,965.9,100,0,49,100,24140.0,6.4,137,14.0,1.7,0.309
2024-01-02 02:00:00,3.4,81,0.0,0.0,0.0,0.0,3,1014.9,965.1,100,0,82,100,24140.0,7.1,150,17.3,2.0,0.309
2024-01-02 03:00:00,3.6,77,0.0,0.0,0.0,0.0,3,1013.8,964.1,100,0,100,100,24140.0,7.3,147,16.9,2.5,0.309
2024-01-02 04:00:00,4.4,74,0.0,0.0,0.0,0.0,3,1013.5,964.0,100,0,100,100,24140.0,6.5,146,15.5,3.4,0.299
2024-01-02 05:00:00,4.6,71,0.0,0.0,0.0,0.0,3,1011.9,962.5,100,49,100,100,24140.0,7.9,141,16.9,3.7,0.3
2024-01-02 06:00:00,5.0,70,0.0,0.0,0.0,0.0,3,1011.7,962.4,100,50,95,100,24140.0,6.2,159,16.9,3.8,0.3
2024-01-02 07:00:00,5.6,65,0.0,0.0,0.0,0.0,3,1010.8,961.6,100,48,96,100,24140.0,7.6,188,25.6,4.2,0.299
2024-01-02 08:00:00,5.9,69,0.0,0.0,0.0,0.0,3,1010.3,961.2,100,89,98,100,19900.0,11.2,225,25.6,4.9,0.299
2024-01-02 09:00:00,6.0,74,0.0,0.0,0.0,0.0,61,1010.0,960.9,100,61,96,100,24140.0,12.5,237,26.6,5.1,0.3
2024-01-02 10:00:00,6.7,74,0.3,0.3,0.0,0.0,61,1011.1,962.1,100,30,95,100,20240.0,16.2,238,39.6,6.4,0.3
2024-01-02 11:00:00,7.6,73,0.0,0.0,0.0,0.0,3,1010.7,961.9,100,44,98,94,24140.0,20.4,234,43.9,7.3,0.3
2024-01-02 12:00:00,8.3,72,0.0,0.0,0.0,0.0,3,1009.7,961.0,100,45,100,100,24140.0,19.8,237,45.7,7.8,0.299
2024-01-02 13:00:00,8.7,72,0.0,0.0,0.0,0.0,3,1008.4,959.9,100,44,88,100,24140.0,13.6,233,42.5,8.4,0.299
2024-01-02 14:00:00,8.8,73,0.1,0.1,0.0,0.0,61,1007.9,959.4,100,59,100,100,24140.0,18.7,242,40.3,8.1,0.301
2024-01-02 15:00:00,8.9,72,0.3,0.3,0.0,0.0,61,1007.1,958.7,100,59,100,100,24140.0,21.6,237,47.5,8.0,0.306
2024-01-02 16:00:00,8.9,74,0.2,0.2,0.0,0.0,61,1007.6,959.1,100,55,100,100,10440.0,20.3,240,46.4,7.9,0.306
2024-01-02 17:00:00,8.4,78,0.5,0.5,0.0,0.0,61,1007.1,958.6,100,100,100,100,9420.0,18.9,239,43.9,7.4,0.32
2024-01-02 18:00:00,8.4,78,0.4,0.4,0.0,0.0,61,1006.3,957.8,100,54,100,100,11020.0,15.5,222,40.3,7.5,0.318
2024-01-02 19:00:00,8.2,85,0.7,0.7,0.0,0.0,61,1006.5,958.0,100,59,100,100,8060.0,11.7,171,33.1,7.2,0.345
2024-01-02 20:00:00,8.7,78,1.5,1.5,0.0,0.0,61,1004.2,955.9,100,58,100,100,14040.0,14.6,196,30.2,7.5,0.351
2024-01-02 21:00:00,9.3,74,0.5,0.5,0.0,0.0,61,1004.1,955.9,100,65,100,100,24140.0,20.3,217,42.8,8.2,0.341
2024-01-02 22:00:00,9.0,81,0.0,0.0,0.0,0.0,61,1005.4,957.0,100,46,100,0,24140.0,13.1,217,43.2,7.8,0.333
2024-01-02 23:00:00,8.7,83,0.1,0.1,0.0,0.0,61,1004.2,955.9,100,62,100,0,24140.0,14.3,219,31.3,7.7,0.33
2024-01-03 00:00:00,8.8,81,0.0,0.0,0.0,0.0,61,1004.6,956.2,100,81,100,0,20400.0,15.8,225,34.6,7.8,0.327
2024-01-03 01:00:00,9.4,78,0.0,0.0,0.0,0.0,2,1005.9,957.6,90,44,81,0,24140.0,19.9,235,51.8,8.1,0.329
2024-01-03 02:00:00,9.3,77,0.0,0.0,0.0,0.0,2,1005.5,957.2,64,53,36,0,24140.0,21.5,232,45.7,8.3,0.324
2024-01-03 03:00:00,9.2,73,0.0,0.0,0.0,0.0,2,1005.6,957.3,47,38,29,0,24140.0,17.5,233,46.4,7.7,0.321
2024-01-03 04:00:00,9.0,83,1.0,1.0,0.0,0.0,61,1005.6,957.2,100,48,100,0,24140.0,14.8,241,38.2,8.0,0.321
2024-01-03 05:00:00,8.8,82,0.3,0.3,0.0,0.0,80,1005.6,957.2,74,55,62,0,24140.0,14.7,242,32.8,7.8,0.324
2024-01-03 06:00:00,8.8,81,0.1,0.0,0.0,0.0,80,1005.4,957.0,97,54,94,0,17380.0,16.6,240,37.4,7.7,0.322
2024-01-03 07:00:00,9.3,77,0.1,0.1,0.0,0.0,61,1005.8,957.5,100,80,100,0,24140.0,16.5,247,35.6,8.4,0.322
2024-01-03 08:00:00,9.1,76,0.2,0.1,0.0,0.0,80,1006.1,957.7,79,42,62,0,24140.0,16.1,236,39.2,7.8,0.322
2024-01-03 09:00:00,9.2,71,0.0,0.0,0.0,0.0,1,1006.0,957.7,34,0,34,0,24140.0,18.3,234,41.8,8.1,0.319
2024-01-03 10:00:00,10.2,66,0.0,0.0,0.0,0.0,3,1005.6,957.4,44,0,44,0,24140.0,20.4,238,47.5,10.0,0.318
2024-01-03 11:00:00,11.0,57,0.0,0.0,0.0,0.0,2,1006.6,958.5,70,0,70,0,24140.0,23.4,236,50.4,10.7,0.315
2024-01-03 12:00:00,11.6,55,0.0,0.0,0.0,0.0,2,1005.7,957.8,84,24,74,0,24140.0,22.9,237,53.6,11.4,0.312
2024-01-03 13:00:00,12.8,48,0.0,0.0,0.0,0.0,3,1004.9,957.2,84,0,84,0,24140.0,19.3,233,49.0,12.5,0.31
2024-01-03 14:00:00,12.6,55,0.0,0.0,0.0,0.0,2,1004.7,957.0,48,3,47,0,24140.0,19.6,238,42.8,12.2,0.309
2024-01-03 15:00:00,12.5,55,0.0,0.0,0.0,0.0,1,1003.9,956.2,0,0,0,0,24140.0,25.9,235,56.5,11.9,0.307
2024-01-03 16:00:00,12.7,50,0.0,0.0,0.0,0.0,3,1003.8,956.1,88,21,79,0,24140.0,20.3,245,55.8,11.8,0.307
2024-01-03 17:00:00,12.0,49,0.0,0.0,0.0,0.0,3,1003.1,955.3,100,18,100,0,24140.0,20.4,234,46.1,10.5,0.306
2024-01-03 18:00:00,11.5,46,0.0,0.0,0.0,0.0,3,1003.1,955.3,100,0,100,0,24140.0,22.9,233,53.3,9.8,0.305
2024-01-03 19:00:00,11.8,48,0.3,0.1,0.0,0.0,61,1002.2,954.5,100,94,100,0,24140.0,20.4,238,58.0,11.0,0.31
2024-01-03 20:00:00,9.7,67,2.3,2.2,0.0,0.0,61,1005.1,956.9,100,100,100,0,22720.0,25.5,241,64.8,8.8,0.348
2024-01-03 21:00:00,9.3,67,0.4,0.2,0.0,0.0,61,1005.1,956.8,100,47,100,0,10900.0,21.8,239,56.2,8.4,0.337
2024-01-03 22:00:00,9.1,73,1.2,0.9,0.0,0.0,61,1006.8,958.4,100,86,100,0,24140.0,19.9,238,48.6,8.5,0.344
2024-01-03 23:00:00,8.7,67,0.2,0.1,0.0,0.0,80,1006.6,958.1,88,44,75,0,24140.0,21.0,235,47.9,7.9,0.337
2024-01-04 00:00:00,8.2,70,0.0,0.0,0.0,0.0,3,1006.8,958.3,92,42,84,0,24140.0,20.7,231,55.4,7.5,0.332
2024-01-04 01:00:00,8.2,71,0.0,0.0,0.0,0.0,3,1008.0,959.4,50,50,0,0,12540.0,19.5,231,51.8,7.6,0.328
2024-01-04 02:00:00,7.7,74,0.0,0.0,0.0,0.0,3,1007.6,958.9,85,79,76,0,13900.0,19.6,229,50.8,7.1,0.326
2024-01-04 03:00:00,7.6,72,0.0,0.0,0.0,0.0,3,1008.2,959.5,100,52,100,0,17080.0,22.8,232,50.0,7.1,0.324
2024-01-04 04:00:00,7.8,74,1.0,0.6,0.0,0.0,61,1009.5,960.7,96,78,92,0,14360.0,22.3,236,48.6,7.1,0.312
2024-01-04 05:00:00,7.7,73,0.0,0.0,0.0,0.0,80,1009.2,960.5,95,83,89,0,13420.0,22.1,240,51.1,7.2,0.313
2024-01-04 06:00:00,7.4,74,0.2,0.1,0.0,0.0,80,1009.7,960.9,90,81,81,0,23620.0,19.6,234,47.9,6.8,0.316
2024-01-04 07:00:00,7.4,74,0.3,0.0,0.0,0.0,80,1011.9,963.0,84,42,69,0,24140.0,15.5,228,45.7,6.5,0.316
2024-01-04 08:00:00,7.2,75,0.1,0.1,0.0,0.0,80,1011.6,962.7,87,55,69,0,23900.0,14.1,232,38.9,6.5,0.316
2024-01-04 09:00:00,7.2,74,0.0,0.0,0.0,0.0,3,1012.0,963.0,100,41,100,100,24140.0,16.1,228,35.3,6.6,0.314
2024-01-04 10:00:00,7.7,73,0.2,0.2,0.0,0.0,80,1013.3,964.3,100,47,100,100,24000.0,14.8,231,37.1,7.6,0.318
2024-01-04 11:00:00,8.0,70,0.3,0.3,0.0,0.0,80,1013.1,964.2,89,52,76,20,23980.0,18.3,238,45.0,8.1,0.323
2024-01-04 12:00:00,8.9,64,0.0,0.0,0.0,0.0,3,1012.8,964.1,90,38,82,0,24140.0,17.5,238,45.0,9.4,0.318
2024-01-04 13:00:00,9.2,62,0.0,0.0,0.0,0.0,3,1012.6,963.9,98,83,76,70,24140.0,20.3,247,47.2,9.7,0.317
2024-01-04 14:00:00,9.7,59,0.0,0.0,0.0,0.0,2,1011.2,962.7,41,3,0,39,24140.0,19.4,248,45.4,10.7,0.315
2024-01-04 15:00:00,9.6,59,0.0,0.0,0.0,0.0,3,1011.3,962.8,95,3,63,76,24140.0,14.5,251,41.8,9.7,0.314
2024-01-04 16:00:00,9.2,64,0.0,0.0,0.0,0.0,3,1011.4,962.8,30,0,0,30,24140.0,11.4,259,31.7,8.3,0.313
2024-01-04 17:00:00,8.1,68,0.0,0.0,0.0,0.0,3,1010.9,962.1,100,0,86,100,24140.0,5.5,238,24.5,6.0,0.312
2024-01-04 18:00:00,7.3,70,0.0,0.0,0.0,0.0,3,1010.5,961.6,100,0,100,100,24140.0,5.2,146,12.2,5.3,0.312
2024-01-04 19:00:00,6.3,80,0.0,0.0,0.0,0.0,2,1011.4,962.3,25,0,0,25,24140.0,5.7,162,11.9,4.3,0.312
2024-01-04 20:00:00,5.7,86,0.0,0.0,0.0,0.0,3,1011.0,961.8,100,0,100,100,24140.0,4.8,138,11.9,3.9,0.311
2024-01-04 21:00:00,5.1,90,0.0,0.0,0.0,0.0,3,1010.9,961.6,100,0,100,100,24140.0,4.4,145,10.1,3.6,0.311
2024-01-04 22:00:00,5.0,90,0.0,0.0,0.0,0.0,3,1010.7,961.4,100,0,100,100,24140.0,3.3,139,10.8,3.3,0.311
2024-01-04 23:00:00,5.0,90,0.0,0.0,0.0,0.0,3,1009.9,960.6,100,0,100,100,24140.0,2.4,153,6.8,2.6,0.311
2024-01-05 00:00:00,5.0,91,0.0,0.0,0.0,0.0,3,1009.4,960.2,100,0,100,100,24140.0,1.0,135,3.2,2.4,0.311
2024-01-05 01:00:00,4.2,94,0.0,0.0,0.0,0.0,3,1009.6,960.2,100,0,100,100,24140.0,2.8,130,2.9,1.1,0.31
2024-01-05 02:00:00,4.8,92,0.0,0.0,0.0,0.0,3,1008.8,959.6,100,0,100,100,24140.0,4.1,135,5.4,0.9,0.31
2024-01-05 03:00:00,4.0,94,0.0,0.0,0.0,0.0,3,1008.6,959.2,100,0,100,100,24140.0,1.8,90,7.9,1.1,0.31
2024-01-05 04:00:00,4.2,91,0.0,0.0,0.0,0.0,3,1008.9,959.6,100,0,100,100,24140.0,5.5,122,4.7,1.8,0.302
2024-01-05 05:00:00,4.6,86,0.0,0.0,0.0,0.0,3,1006.8,957.6,100,31,100,100,24140.0,4.8,132,12.2,2.8,0.302
2024-01-05 06:00:00,5.1,86,0.0,0.0,0.0,0.0,3,1007.1,958.0,100,40,100,100,24140.0,2.9,90,10.4,2.9,0.302
2024-01-05 07:00:00,5.1,85,0.0,0.0,0.0,0.0,61,1007.3,958.2,100,43,100,100,24140.0,5.9,133,11.2,3.1,0.302
2024-01-05 08:00:00,5.2,87,0.0,0.0,0.0,0.0,61,1006.1,957.1,100,49,100,100,24140.0,5.4,127,11.9,3.8,0.304
2024-01-05 09:00:00,5.7,85,0.1,0.1,0.0,0.0,61,1006.4,957.4,100,82,100,100,24140.0,3.3,84,11.2,4.1,0.307
2024-01-05 10:00:00,6.0,78,0.0,0.0,0.0,0.0,61,1006.3,957.4,100,39,100,100,24140.0,1.6,117,7.2,4.7,0.305
2024-01-05 11:00:00,6.1,83,0.4,0.4,0.0,0.0,61,1006.9,958.0,100,100,100,100,24140.0,1.5,104,4.3,5.5,0.319
2024-01-05 12:00:00,6.5,85,0.9,0.9,0.0,0.0,61,1006.6,957.8,100,66,100,100,24140.0,0.8,63,9.0,7.0,0.335
2024-01-05 13:00:00,6.6,79,0.2,0.2,0.0,0.0,61,1005.9,957.1,100,80,100,100,24140.0,0.5,225,6.1,7.3,0.324
2024-01-05 14:00:00,6.5,82,0.5,0.5,0.0,0.0,61,1004.9,956.2,100,95,100,100,24140.0,0.8,117,5.0,6.8,0.331
2024-01-05 15:00:00,6.7,85,0.5,0.5,0.0,0.0,61,1005.6,956.9,100,92,100,100,24140.0,4.2,149,10.4,6.6,0.334
2024-01-05 16:00:00,6.2,94,0.4,0.4,0.0,0.0,61,1005.9,957.0,100,86,100,100,24140.0,1.6,153,10.1,5.7,0.334
2024-01-05 17:00:00,6.0,93,0.3,0.3,0.0,0.0,61,1005.9,957.0,100,69,100,100,24140.0,2.3,141,6.8,5.1,0.33
2024-01-05 18:00:00,5.6,93,0.0,0.0,0.0,0.0,3,1005.4,956.5,100,64,100,100,24140.0,1.1,180,5.0,4.3,0.326
2024-01-05 19:00:00,5.4,96,0.0,0.0,0.0,0.0,3,1005.6,956.6,100,92,100,100,24140.0,1.8,349,6.5,4.7,0.323
2024-01-05 20:00:00,5.1,99,0.1,0.1,0.0,0.0,61,1005.6,956.6,100,90,100,100,24140.0,3.6,360,7.6,4.8,0.324
2024-01-05 21:00:00,5.0,98,0.4,0.4,0.0,0.0,61,1006.2,957.1,100,95,100,100,24080.0,1.8,53,7.6,4.8,0.333
2024-01-05 22:00:00,5.2,98,0.5,0.5,0.0,0.0,61,1006.0,957.0,100,99,100,100,24080.0,2.9,353,7.6,5.1,0.34
2024-01-05 23:00:00,5.1,98,0.7,0.7,0.0,0.0,61,1005.4,956.4,100,98,100,100,24040.0,0.5,135,5.8,5.0,0.343
2024-01-06 00:00:00,5.1,97,0.5,0.5,0.0,0.0,61,1006.0,957.0,100,98,100,100,14320.0,1.8,169,5.0,4.9,0.346
2024-01-06 01:00:00,5.3,98,1.1,1.1,0.0,0.0,61,1006.1,957.1,100,99,100,100,16940.0,0.5,225,5.0,5.1,0.354
2024-01-06 02:00:00,5.2,97,0.8,0.8,0.0,0.0,61,1006.3,957.3,100,98,100,100,11320.0,2.6,326,5.0,4.9,0.354
2024-01-06 03:00:00,5.0,97,1.1,1.1,0.0,0.0,61,1007.0,957.9,100,95,100,85,12580.0,6.4,333,14.0,4.9,0.359
2024-01-06 04:00:00,4.7,95,0.8,0.8,0.0,0.0,61,1007.3,958.1,100,89,100,100,12320.0,2.8,320,14.0,4.4,0.35
2024-01-06 05:00:00,4.6,95,0.4,0.4,0.0,0.0,61,1007.6,958.4,100,90,100,100,3920.0,2.3,288,6.8,4.3,0.348
2024-01-06 06:00:00,4.4,91,0.7,0.7,0.0,0.0,61,1008.0,958.7,100,94,100,100,740.0,5.0,291,11.5,4.2,0.354
2024-01-06 07:00:00,4.0,89,0.8,0.8,0.0,0.0,61,1008.9,959.5,100,90,100,100,320.0,3.3,264,12.2,3.9,0.352
2024-01-06 08:00:00,3.6,89,0.4,0.4,0.0,0.0,61,1009.0,959.6,100,90,89,100,160.0,3.9,248,8.6,3.6,0.347
2024-01-06 09:00:00,3.3,88,0.4,0.4,0.0,0.0,53,1009.5,960.0,97,90,87,0,100.0,2.5,278,9.0,3.7,0.345
2024-01-06 10:00:00,3.5,87,0.4,0.4,0.0,0.0,61,1010.0,960.5,100,94,99,100,80.0,2.5,262,7.2,4.4,0.343
2024-01-06 11:00:00,4.1,84,0.4,0.4,0.0,0.0,61,1010.4,961.0,100,100,80,100,240.0,1.1,360,6.1,4.8,0.342
2024-01-06 12:00:00,4.6,82,0.4,0.4,0.0,0.0,61,1009.5,960.2,98,94,71,40,880.0,3.6,354,8.6,5.8,0.346
2024-01-06 13:00:00,4.7,78,0.2,0.2,0.0,0.0,61,1009.6,960.3,100,100,99,100,11340.0,0.4,360,11.5,5.6,0.336
2024-01-06 14:00:00,4.8,77,0.0,0.0,0.0,0.0,61,1009.2,960.0,100,100,100,100,740.0,3.1,339,7.6,5.2,0.334
2024-01-06 15:00:00,4.6,80,0.4,0.4,0.0,0.0,61,1009.8,960.5,100,100,100,100,380.0,2.4,27,10.4,4.7,0.337
2024-01-06 16:00:00,4.3,86,0.2,0.2,0.0,0.0,61,1010.9,961.5,100,87,97,100,280.0,4.1,322,6.1,4.3,0.337
2024-01-06 17:00:00,4.1,90,0.2,0.2,0.0,0.0,61,1010.3,960.9,100,83,96,100,360.0,1.1,270,9.4,3.9,0.336
2024-01-06 18:00:00,3.8,86,0.6,0.6,0.0,0.0,61,1011.0,961.5,100,93,100,100,480.0,4.5,331,10.8,3.8,0.354
2024-01-06 19:00:00,3.6,88,0.4,0.4,0.0,0.0,61,1011.3,961.7,100,86,99,100,10540.0,2.2,261,9.7,3.5,0.338
2024-01-06 20:00:00,3.5,91,0.4,0.4,0.0,0.0,61,1011.4,961.8,100,97,100,100,11460.0,3.0,346,6.5,3.4,0.342
2024-01-06 21:00:00,3.4,91,0.6,0.6,0.0,0.0,55,1011.1,961.5,100,94,88,100,12320.0,5.8,338,12.6,3.4,0.347
2024-01-06 22:00:00,3.0,89,0.5,0.5,0.0,0.0,61,1011.5,961.8,98,88,93,10,140.0,5.5,349,16.2,3.0,0.344
2024-01-06 23:00:00,2.9,93,0.4,0.4,0.0,0.0,61,1011.0,961.3,100,92,100,39,60.0,3.1,339,11.5,2.8,0.344
2024-01-07 00:00:00,2.8,91,0.4,0.4,0.0,0.0,61,1011.3,961.6,100,89,100,100,40.0,4.7,351,9.7,2.8,0.346
2024-01-07 01:00:00,2.8,92,0.4,0.4,0.0,0.0,61,1011.1,961.4,100,86,100,100,40.0,5.4,352,13.3,2.9,0.345
2024-01-07 02:00:00,2.9,91,0.4,0.4,0.0,0.0,61,1012.0,962.3,100,85,100,100,40.0,6.1,357,13.0,2.8,0.344
2024-01-07 03:00:00,2.7,91,0.4,0.4,0.0,0.0,61,1012.0,962.3,100,87,100,28,40.0,6.8,360,14.4,2.7,0.343
2024-01-07 04:00:00,2.7,92,0.4,0.4,0.0,0.0,61,1011.6,961.9,100,84,96,76,40.0,6.7,16,16.2,2.7,0.339
2024-01-07 05:00:00,2.5,91,0.3,0.3,0.0,0.0,61,1011.6,961.8,100,85,100,100,40.0,5.9,11,14.4,2.5,0.34
2024-01-07 06:00:00,2.3,92,0.4,0.4,0.0,0.0,61,1012.1,962.3,100,87,100,100,20.0,6.2,353,13.3,2.4,0.341
2024-01-07 07:00:00,2.0,93,0.6,0.6,0.0,0.0,61,1012.3,962.4,100,93,100,100,40.0,6.8,360,16.2,2.2,0.343
2024-01-07 08:00:00,1.7,93,0.4,0.4,0.0,0.0,61,1013.1,963.1,100,89,99,25,40.0,5.8,4,15.8,2.0,0.344
2024-01-07 09:00:00,1.7,94,0.4,0.4,0.0,0.0,61,1013.3,963.3,100,96,98,58,20.0,5.4,352,13.7,1.9,0.343
2024-01-07 10:00:00,2.2,91,0.4,0.4,0.0,0.0,53,1013.8,963.9,100,85,94,85,40.0,7.2,360,16.2,2.7,0.342
2024-01-07 11:00:00,2.9,87,0.0,0.0,0.0,0.0,61,1014.1,964.3,100,84,83,100,80.0,9.5,25,20.9,3.6,0.339
2024-01-07 12:00:00,3.4,84,0.1,0.1,0.0,0.0,61,1013.4,963.7,100,82,100,100,100.0,11.4,28,25.2,4.1,0.338
2024-01-07 13:00:00,3.3,85,0.4,0.4,0.0,0.0,61,1013.4,963.7,100,96,100,100,80.0,13.1,37,27.4,4.0,0.337
2024-01-07 14:00:00,3.1,86,0.1,0.1,0.0,0.0,61,1014.0,964.2,100,88,100,100,40.0,12.0,33,27.4,3.7,0.337
2024-01-07 15:00:00,2.7,88,0.4,0.4,0.0,0.0,61,1014.7,964.8,100,83,100,70,40.0,10.9,27,26.6,3.1,0.339
2024-01-07 16:00:00,2.8,87,0.4,0.3,0.0,0.0,61,1014.5,964.7,100,83,100,100,80.0,11.3,37,26.3,3.0,0.338
2024-01-07 17:00:00,2.1,88,0.1,0.0,0.0,0.0,61,1015.4,965.4,100,84,100,100,60.0,11.1,36,26.6,2.1,0.338
2024-01-07 18:00:00,1.4,94,0.4,0.3,0.0,0.0,61,1016.2,966.0,100,88,100,100,80.0,8.4,31,24.5,1.4,0.341
2024-01-07 19:00:00,1.1,93,0.3,0.1,0.0,0.0,71,1016.7,966.4,100,84,100,100,240.0,10.5,27,28.8,1.3,0.339
2024-01-07 20:00:00,0.6,92,0.4,0.0,0.07,0.0,71,1017.3,966.9,100,85,100,100,300.0,12.1,30,25.9,0.7,0.336
2024-01-07 21:00:00,0.2,90,0.0,0.0,0.0,0.0,71,1017.9,967.4,100,85,100,100,220.0,15.8,35,33.8,0.2,0.333
2024-01-07 22:00:00,0.1,89,0.0,0.0,0.0,0.0,71,1018.3,967.8,98,86,90,45,220.0,15.6,34,37.8,0.2,0.331
2024-01-07 23:00:00,-0.1,89,0.0,0.0,0.0,0.0,71,1018.2,967.7,100,87,98,44,220.0,15.9,33,34.6,0.2,0.33
2024-01-08 00:00:00,-0.2,88,0.0,0.0,0.0,0.0,71,1018.0,967.4,100,87,99,56,220.0,14.9,32,34.2,0.2,0.33
2024-01-08 01:00:00,-0.2,87,0.0,0.0,0.0,0.0,3,1018.1,967.5,100,99,100,12,300.0,12.9,30,31.7,0.2,0.328
2024-01-08 02:00:00,-0.4,87,0.0,0.0,0.0,0.0,71,1019.1,968.4,99,97,96,3,560.0,13.9,37,30.2,0.2,0.328
2024-01-08 03:00:00,-0.8,86,0.0,0.0,0.0,0.0,71,1019.6,968.8,100,100,96,30,3080.0,15.4,33,33.5,0.0,0.327
2024-01-08 04:00:00,-1.0,85,0.0,0.0,0.0,0.0,71,1019.3,968.5,100,94,100,41,5200.0,16.1,39,36.7,0.1,0.32
2024-01-08 05:00:00,-1.6,85,0.0,0.0,0.0,0.0,71,1019.9,969.0,99,93,97,59,5940.0,16.3,35,35.3,-0.9,0.319
2024-01-08 06:00:00,-2.0,85,0.0,0.0,0.0,0.0,71,1020.5,969.5,100,92,97,100,9780.0,17.1,35,36.7,-1.2,0.319
2024-01-08 07:00:00,-2.2,84,0.0,0.0,0.0,0.0,71,1020.5,969.5,100,100,75,100,17040.0,16.2,37,37.1,-1.3,0.318
2024-01-08 08:00:00,-2.6,84,0.0,0.0,0.0,0.0,3,1021.1,970.0,100,100,84,100,19100.0,14.8,34,35.3,-1.7,0.318
2024-01-08 09:00:00,-2.9,82,0.0,0.0,0.0,0.0,3,1021.4,970.2,100,99,69,38,17660.0,15.3,41,33.5,-2.2,0.317
2024-01-08 10:00:00,-2.9,80,0.0,0.0,0.0,0.0,3,1021.5,970.3,100,100,0,0,21240.0,15.0,46,34.2,-2.2,0.316
2024-01-08 11:00:00,-2.9,80,0.0,0.0,0.0,0.0,3,1021.7,970.5,100,100,0,1,17300.0,16.0,46,34.9,-2.0,0.316
