relative_humidity_2m,wind_speed_10m,temperature_2m,Cluster,PCA1,PCA2
58.0,6.6,5.9,2,-0.8380434081281846,0.4430044329553454
73.0,7.1,5.0,1,-0.029947682073428693,0.5512379105657658
64.0,5.7,6.1,2,-0.4888995472977943,0.23854835168820843
79.0,4.7,5.0,1,0.43371368679230277,0.06718098621412054
70.0,1.1,5.6,1,0.15970472014562298,-0.64309948394654
80.0,5.0,4.4,1,0.5145272787057523,0.15888825220938968
90.0,5.5,4.1,1,1.01770579035412,0.2453225927321208
89.0,2.2,4.2,1,1.1741452242496682,-0.3995426536704667
92.0,2.5,4.1,1,1.3161124298621392,-0.3438391554766873
82.0,2.4,5.8,1,0.6717267182616996,-0.4371018421010828
77.0,4.0,7.2,1,0.19644517148616347,-0.19611648703392487
69.0,4.8,8.7,2,-0.38810975138227305,-0.10806404836318127
65.0,5.2,9.5,2,-0.6844962176856492,-0.06705968190865853
63.0,2.4,9.9,2,-0.6365264737199164,-0.6299340078972058
65.0,5.3,10.4,2,-0.764997071234402,-0.10200715012341378
61.0,5.6,11.3,2,-1.0630627813721794,-0.08649237307111603
62.0,2.9,11.2,2,-0.8271762610328861,-0.6083801451001453
68.0,3.3,10.3,2,-0.4726382498319086,-0.4935589756617541
82.0,6.4,7.9,1,0.23759787760051468,0.21381568252433705
85.0,6.1,6.6,1,0.5174137954962547,0.22536834801533095
83.0,6.3,6.2,1,0.43496464025108994,0.29422017733617645
76.0,6.4,7.1,1,-0.0033890316647568813,0.27952104559691976
74.0,5.8,7.3,1,-0.08283611810850175,0.1565435712233615
80.0,5.9,5.9,1,0.3324082394957948,0.24324561854866203
81.0,4.3,6.3,1,0.4552782862004568,-0.09495596224306099
92.0,6.5,3.4,1,1.112087861873786,0.4763021304762768
93.0,7.2,3.6,1,1.101002312265056,0.5974432849400697
94.0,6.8,3.8,1,1.1618431875993804,0.504679719358066
95.0,7.1,3.8,1,1.1933487210829377,0.560124750783147
94.0,6.0,4.3,1,1.1730632661391156,0.31889412142536044
92.0,7.7,5.1,1,0.8939165054754555,0.606909736213734
92.0,8.5,4.7,1,0.874478417197405,0.7866516283847416
89.0,11.0,5.1,0,0.5247717370603953,1.2573017548406227
87.0,11.5,5.7,0,0.34052618672033425,1.3240541774660688
84.0,14.8,6.3,0,-0.07792664012461861,1.9381839615227694
83.0,13.0,6.6,0,-0.03600471426441143,1.57291955820469
79.0,14.0,7.4,0,-0.3716237759912717,1.7305992265023744
77.0,16.1,7.9,0,-0.6522715710556417,2.1145294931379506
75.0,15.2,8.6,0,-0.7531924084792215,1.9029958390343207
72.0,15.1,8.8,0,-0.9164551556378359,1.880140402359897
71.0,15.1,9.0,0,-0.9840130063097658,1.8709456103330009
74.0,9.8,8.8,0,-0.4676569003397943,0.8437233304189694
77.0,6.6,7.9,1,-0.03108881018380909,0.26717054728788964
81.0,5.5,7.1,1,0.31106901744696513,0.0900449953496783
80.0,5.6,7.4,1,0.2287543911328057,0.09425238120161092
82.0,5.4,7.1,1,0.3687296145461783,0.06770649221265168
82.0,8.0,7.0,1,0.20693971078272905,0.5793431726280502
84.0,7.5,6.7,1,0.3665312319078437,0.49445963271751003
85.0,7.6,6.5,1,0.4275503166758597,0.5231003083849332
87.0,7.0,6.2,1,0.5936806037048884,0.41877088483386604
88.0,7.9,6.7,1,0.5448634930733841,0.5606726892936188
90.0,7.1,6.4,1,0.724071311910241,0.41745149846149765
91.0,8.4,6.2,1,0.7066252058312886,0.6794427778152443
92.0,9.9,6.1,1,0.6678835582061928,0.9742821186883468
92.0,9.7,6.0,1,0.6891790997523363,0.9414340571689906
91.0,9.2,6.0,1,0.6707510980766074,0.8470972584628558
90.0,9.9,6.1,1,0.5656398958155945,0.9800673576813463
88.0,11.4,6.3,0,0.34887872538965486,1.265453439758854
86.0,11.6,6.6,0,0.2089035019762824,1.2919993287478133
84.0,12.3,7.0,0,0.028016439305024114,1.4097309301777097
77.0,11.9,8.5,0,-0.42695146152114494,1.26154014566563
72.0,11.1,9.2,0,-0.6877765584345364,1.078130233692027
75.0,10.8,8.9,0,-0.4901407379219507,1.029245841566041
73.0,10.1,9.1,0,-0.5630490584617815,0.8868224835519557
72.0,9.5,9.2,0,-0.583156303971912,0.7669960954435959
73.0,6.0,9.0,1,-0.28674164666299107,0.09558496005204896
83.0,4.9,7.9,1,0.38680119735452423,-0.08076519158006697
76.0,3.9,8.1,1,0.07790001854993969,-0.2670631030332341
85.0,3.4,7.1,1,0.6528704262103563,-0.32988903908738676
87.0,3.4,6.7,1,0.7879861275542163,-0.31149945503359416
82.0,2.6,6.9,1,0.5682510793324019,-0.46469083819870693
89.0,2.9,6.0,1,0.9804496876325927,-0.37220817189734245
89.0,4.0,5.9,1,0.9167412724278536,-0.15225974608984794
94.0,5.1,4.5,1,1.215476139797711,0.13179375713722177
97.0,5.2,3.4,1,1.452700974601164,0.20904254566692762
97.0,4.7,3.1,1,1.5100488333356805,0.12994424474938704
98.0,4.5,2.6,1,1.6153382450303848,0.11837838678032342
96.0,1.5,3.6,1,1.627077462374053,-0.5196499410594657
100.0,3.1,1.8,1,1.8748687079823028,-0.1112995770864694
99.0,3.7,1.6,1,1.8009503008401504,0.020355755776588037
99.0,2.1,2.0,1,1.8726985163495131,-0.31495320551863526
94.0,2.4,4.0,1,1.4331128678949667,-0.3630265723485157
89.0,3.3,5.7,1,0.9789486532318827,-0.2762935200501406
82.0,5.5,7.5,1,0.3293188096890026,0.06297755280638649
74.0,4.9,9.3,1,-0.18834741973958402,-0.13934349677534122
69.0,4.7,10.4,2,-0.5212771510297213,-0.23025292995257446
71.0,0.8,9.3,1,-0.0736235112650063,-0.927946867547447
70.0,2.3,10.0,2,-0.2803528991872238,-0.6756719337749291
70.0,2.6,10.1,2,-0.3081872066372813,-0.6233779886150462
71.0,3.3,9.9,2,-0.28640071729274946,-0.47806201110446134
78.0,5.5,8.2,1,0.06730541673959817,0.03224209046049951
85.0,5.8,6.2,1,0.5699021321612584,0.19120552014054215
86.0,4.2,5.9,1,0.7502982470341282,-0.10469012031929474
89.0,0.4,5.6,1,1.176790874183705,-0.834180439863724
93.0,4.1,5.0,1,1.1886519189499751,-0.08999098858003803
94.0,2.7,4.8,1,1.3477524922767012,-0.3530385675205189
98.0,4.8,2.3,1,1.620375976533589,0.1948471549869983
97.0,1.8,3.9,1,1.633928966642664,-0.4823360269194787
100.0,4.0,2.9,1,1.7256217077256069,-0.0027673877004049923
100.0,4.0,2.9,1,1.7256217077256069,-0.0027673877004049923
99.0,6.1,3.3,1,1.5043137535948516,0.3843139652003686
99.0,4.8,3.9,1,1.5400096519158415,0.09525524330333023
99.0,5.1,4.2,1,1.495739324989153,0.13546177693981698
97.0,3.7,4.8,1,1.4357303268234587,-0.1672575896047488
95.0,4.3,5.4,1,1.2449460105794836,-0.08105928333877571
91.0,5.9,6.3,1,0.8618763436908239,0.18725198104037258
88.0,8.7,7.2,1,0.45146331715049487,0.6860212296093441
88.0,8.7,7.3,1,0.44324530741217955,0.6799775238476462
87.0,8.7,7.6,1,0.3674694470019342,0.6647390260590519
83.0,7.2,8.1,1,0.21997356208787083,0.35440272062865685
85.0,6.3,7.7,1,0.41393815656695704,0.19777935191770674
80.0,6.4,8.6,1,0.07782814704170851,0.17729498118545053
81.0,5.4,8.4,1,0.21077365675277868,-0.007969063192922744
80.0,3.1,8.4,1,0.31004344134750217,-0.4523317674285428
83.0,2.1,7.9,1,0.569886642664117,-0.6252499335148217
92.0,5.7,5.4,1,1.0000377943387897,0.19986094611810096
91.0,6.1,4.8,1,0.9720689579577272,0.3167993347468966
93.0,5.8,4.7,1,1.1021469277983829,0.2587201505940142
92.0,4.7,5.0,1,1.0982974923311917,0.029576932759623576
94.0,5.4,4.7,1,1.179423822609338,0.17804399653540676
93.0,4.9,4.7,1,1.160995820933609,0.08370719782927179
94.0,2.1,4.7,1,1.395203097438501,-0.46367016360198277
96.0,3.8,3.8,1,1.4602498271073996,-0.08448202885074198
98.0,4.9,3.1,1,1.5480931327231515,0.1659433925339412
98.0,4.1,3.6,1,1.5593132112628867,-0.019842205398764676
100.0,6.5,1.9,1,1.6443326575109103,0.5438167609297487
100.0,6.8,1.4,1,1.6658064084907453,0.6323729406598196
100.0,5.5,0.9,1,1.7919004139332049,0.4097949821414595
99.0,4.2,1.8,1,1.7518204518439493,0.10549776245582684
96.0,4.7,4.0,1,1.3849649144955425,0.07844351239060462
95.0,5.0,6.1,1,1.1416485810838777,0.012755961813027005
86.0,6.8,8.6,1,0.35840407059784735,0.23772279876855962
78.0,8.8,11.1,0,-0.3867961405007119,0.4986887835086466
68.0,10.6,13.4,0,-1.2047264627054104,0.7386356514840747
59.0,6.1,13.9,2,-1.411668526478549,-0.14061406567963003
61.0,10.4,13.5,2,-1.5577197590029919,0.7139485149168213
63.0,11.5,12.7,0,-1.4616584436489246,0.9704176420632025
70.0,8.1,11.9,2,-0.8157435066422303,0.33735890790337175
85.0,7.2,8.7,1,0.2729091660485767,0.3123552470654693
87.0,6.2,7.9,1,0.5062845653848385,0.16046081776078427
91.0,7.6,6.0,1,0.7753713525392317,0.5359631202144246
93.0,7.3,5.1,1,0.971193400286411,0.5262335821551264
93.0,6.6,5.0,1,1.0251827713521244,0.3961561024331357
91.0,5.5,4.9,1,1.0030835436428958,0.19408032714203688
87.0,6.2,5.4,1,0.7117348088427239,0.31155346180323457
83.0,6.8,5.4,1,0.46801488863804314,0.43979924163239525
81.0,5.9,5.5,1,0.4164021096443557,0.2645278220989544
67.0,6.3,7.4,2,-0.4816007757334815,0.2679776201397966
71.0,3.2,6.4,1,0.007768389452204253,-0.28597819308555783
73.0,4.6,5.9,1,0.05955937787958317,0.01069746769730996
84.0,4.9,4.4,1,0.7255533693908629,0.1278718905828637
80.0,7.1,5.1,1,0.31968712655535,0.5249458683285695
75.0,8.9,6.3,0,-0.15223593255138335,0.8169104022001773
67.0,10.0,8.1,0,-0.7810611823465085,0.9451693745074076
63.0,10.9,10.1,0,-1.2087575950292395,1.010878690024189
58.0,7.1,12.2,2,-1.3884718511616259,0.15948038817100552
44.0,6.8,13.5,2,-2.191395316782172,0.06307123529834723
41.0,9.0,13.9,2,-2.5214856992074397,0.4753837108326474
38.0,15.0,15.9,0,-3.2315373417944877,1.5299404725198034
38.0,15.4,15.4,0,-3.2166023567185666,1.6379425358904012
41.0,13.0,14.9,2,-2.865216432747155,1.1927819988367452
46.0,9.2,13.6,2,-2.254300045823826,0.5179434979162963
57.0,8.1,10.5,2,-1.3652751758447035,0.45957484202164095
51.0,8.3,10.3,2,-1.6686476753476955,0.5279097378050895
66.0,6.8,7.0,2,-0.5325443974950891,0.39227448088572314
76.0,10.5,6.4,0,-0.2139523655570241,1.1191082151904106
93.0,7.5,5.9,1,0.8923717905720594,0.5167757033425961
93.0,6.4,5.4,1,1.005388264206691,0.33308951210528986
94.0,5.4,5.6,1,1.1054617349644993,0.12365064468012467
92.0,6.0,6.0,1,0.9311134381971553,0.22193636246949378
93.0,4.7,5.0,1,1.149419323526491,0.026684313263123805
86.0,8.0,6.0,1,0.49360713294707986,0.6282097522590313
85.0,8.7,5.9,1,0.40493195016269784,0.7732672630009176
85.0,8.4,5.8,1,0.43276625761275533,0.7209733178410349
86.0,6.9,5.6,1,0.5984055968433958,0.4384798552600271
86.0,6.0,5.5,1,0.6654724997169374,0.2695106082569824
85.0,6.5,5.7,1,0.5652208195254372,0.3575452344327209
84.0,6.8,5.8,1,0.4862646808800807,0.41273179908910346
81.0,6.1,6.5,1,0.3211444804533735,0.24298253176302803
80.0,6.2,7.0,1,0.2223938346625832,0.23510250609156477
77.0,5.4,7.8,1,0.055594390401474646,0.03986364936326441
74.0,5.2,8.7,1,-0.15865565902143344,-0.044743611283572286
70.0,3.5,9.7,2,-0.3341640608192458,-0.4241902128035115
68.0,1.5,9.8,2,-0.313850414869879,-0.8133663523827491
67.0,1.3,9.9,2,-0.3601127239956656,-0.8554092059290013
66.0,2.6,9.8,2,-0.4880205022035316,-0.5936763933439532
67.0,1.6,9.4,2,-0.33863897301583057,-0.7668530261989304
68.0,2.0,9.2,2,-0.29723618595955653,-0.6798746996099263
83.0,5.1,7.3,1,0.4230317239765888,-0.005611189728825092
88.0,6.9,5.9,1,0.6759952300190477,0.4145634989819334
89.0,5.5,5.7,1,0.8350958033457742,0.15151592004145234
94.0,7.6,3.9,1,1.1013150506297529,0.6542030827205835
92.0,5.1,4.6,1,1.1050144676687974,0.13153529036852338
95.0,4.3,4.3,1,1.3353441177009533,-0.014578519960097515
87.0,2.9,6.7,1,0.8206799570737864,-0.40872887323622903
95.0,4.1,4.7,1,1.3155496105555196,-0.0776451102879435
95.0,3.1,5.4,1,1.3234112014264519,-0.31440988702509903
94.0,2.7,5.8,1,1.2655723948935471,-0.413475625137499
91.0,2.8,6.0,1,1.089232115927105,-0.3974392945308688
91.0,3.1,6.0,1,1.0696158182153628,-0.33910164360928796
91.0,4.3,6.1,1,0.9829326176300792,-0.11179474568466265
87.0,7.0,6.3,1,0.585462593966573,0.41272717907216805
86.0,7.1,6.7,1,0.49492995791409816,0.41089085916240264
83.0,8.1,7.1,1,0.24330476633579878,0.5898527310103794
85.0,8.4,7.0,1,0.33415014075297034,0.6484488487006588
82.0,4.0,7.2,1,0.4520543274626592,-0.21057958451642372
81.0,5.3,7.4,1,0.29949252003984694,0.03302211078353032
76.0,4.1,8.0,1,0.07304049648042703,-0.22212762999048233
76.0,5.2,7.8,1,0.017550091014003528,0.0038645015787102557
72.0,2.8,7.7,1,-0.021788842334941008,-0.44522252204623947
86.0,2.8,6.3,1,0.808968930735663,-0.401107314333464
89.0,5.2,5.9,1,0.8382760815808853,0.08109085759647545
93.0,3.3,5.4,1,1.2080900072280256,-0.2697328807510457
95.0,3.3,5.0,1,1.3432057085718856,-0.25134329669725314
93.0,4.4,5.0,1,1.169035621238233,-0.03165333765845703
92.0,9.4,4.9,1,0.7991935045855478,0.9495771696260882
92.0,11.2,4.6,0,0.7061497475300418,1.3177341924406671
93.0,9.8,4.3,1,0.8734683305950836,1.0607303192618844
100.0,3.6,2.3,1,1.8010848297711555,-0.044288687692324503
100.0,4.7,2.1,1,1.745594424304732,0.18170344387686777
100.0,5.4,2.0,1,1.7080410727156492,0.3238683351222545
100.0,4.7,1.9,1,1.7620304437813628,0.19379085540026378
100.0,4.1,1.8,1,1.8094810489431625,0.08315925931880006
100.0,5.0,1.7,1,1.7588501655462516,0.26421591784524073
99.0,5.7,1.9,1,1.6455209535469233,0.39114231130203303
99.0,6.2,2.1,1,1.5963911045507224,0.4762843179812718
98.0,7.8,2.5,1,1.4077769799395374,0.7661362526794105
97.0,7.4,3.0,1,1.3417201636683171,0.6610268088053126
94.0,6.7,3.9,1,1.160163943764979,0.47919012995584115
92.0,5.5,4.1,1,1.1199494527447182,0.23953735373912124
94.0,7.1,3.6,1,1.158662909364269,0.5751047818030428
94.0,6.9,3.7,1,1.1635224314337818,0.5301693087602911
93.0,6.5,3.9,1,1.122119644377508,0.443190982171287
91.0,6.9,4.3,1,0.960848879417992,0.5025849326796024
92.0,6.6,4.2,1,1.0398050180633487,0.44739836802321964
93.0,6.3,3.9,1,1.135197176185336,0.404299214890233
95.0,7.0,3.6,1,1.2163235064634823,0.5527662786660162
97.0,5.8,3.2,1,1.4299043986543107,0.33780525903348535
97.0,4.2,3.0,1,1.550960672593566,0.038758532308450236
96.0,3.4,3.0,1,1.552148968629579,-0.11391591731926563
93.0,3.9,3.1,1,1.3578716357857963,-0.014052346388829517
93.0,1.6,3.1,1,1.5082632515758188,-0.46130767012094936
96.0,2.3,2.5,1,1.6651654422642104,-0.297602108556572
96.0,3.5,2.1,1,1.6195722903705039,-0.040076681823456535
95.0,3.3,2.5,1,1.5486559520297711,-0.1002506526548028
100.0,3.7,0.7,1,1.9260342196802882,0.07185648813537045
100.0,4.2,0.1,1,1.9426484485906104,0.20534814090819328
100.0,4.8,-0.7,1,1.9691599310736496,0.37037308884493897
100.0,4.4,1.2,1,1.839172809661313,0.17775914481056912
95.0,4.8,2.2,1,1.4752284926860069,0.20956871923819548
89.0,7.2,3.9,1,0.8718609582689132,0.5908826456409747
80.0,9.3,5.4,0,0.15118024745429495,0.9346241911350684
75.0,10.1,6.6,0,-0.2553551526132978,1.0321298886014065
70.0,10.0,7.6,0,-0.5866056400690337,0.9667100448263983
70.0,9.4,7.2,0,-0.5145010056922881,0.8742095660300288
68.0,9.3,7.4,0,-0.6266419216556031,0.8484615098591054
67.0,7.9,7.6,2,-0.6026570496727367,0.5670243468648318
68.0,5.0,7.5,2,-0.35369299752561534,0.006244807554748507
75.0,4.2,6.7,1,0.12221402597931429,-0.1212209519513814
83.0,5.2,4.8,1,0.6219432015305602,0.16492733795415226
89.0,6.7,2.8,1,0.9949528949099531,0.5601339908170182
91.0,6.8,1.6,1,1.1892739082564223,0.6463191046049216
92.0,7.4,0.8,1,1.2669072219347604,0.8084514330451676
90.0,6.2,1.3,1,1.2020387016995535,0.5506675395433538
91.0,5.2,1.4,1,1.3103301821956774,0.3472723778798865
94.0,5.0,0.3,1,1.5671713147108723,0.36618351548801137
99.0,4.6,-0.3,1,1.898243592732917,0.3101991180135929
100.0,4.6,-0.9,1,1.9986734823581085,0.34356873308728114
99.0,4.6,-1.9,1,2.029731748545964,0.40689841020076106
99.0,3.0,-1.9,1,2.1343520030085883,0.09576427195232995
99.0,3.2,-2.0,1,2.1294924809390756,0.1406997449950817
99.0,4.4,-1.9,1,2.042809280353792,0.36800664291970725
99.0,4.1,-0.5,1,1.947373441729118,0.22505711133435416
96.0,6.0,0.7,1,1.571155279109069,0.5306822898534893
91.0,6.3,2.5,1,1.1480056501311537,0.4946963345470048
81.0,5.1,5.3,1,0.4851482563522988,0.12104816449813467
74.0,6.7,7.9,1,-0.19099306967362062,0.295294289417916
65.0,7.9,10.2,2,-0.9185689652595358,0.4156732360536831
69.0,9.8,8.4,0,-0.6903940173630284,0.8823612509482602
68.0,10.2,9.3,0,-0.8416329998188222,0.9086440531515854
68.0,12.0,9.8,0,-1.0004208347808519,1.2284514298725804
70.0,12.2,9.2,0,-0.861946645768189,1.2978201927308228
75.0,8.4,7.3,1,-0.20172220041496722,0.6592439263805624
85.0,7.4,4.4,1,0.6132060529883114,0.6111263620995376
88.0,7.4,3.1,1,0.8734056731723094,0.6810166785121126
92.0,6.3,3.4,1,1.125165393681614,0.4374103631952228
94.0,5.8,2.9,1,1.3011929342833592,0.36461423480807864
91.0,3.4,4.1,1,1.2061417055316137,-0.1659335832154449
94.0,3.4,3.4,1,1.4170332672857189,-0.13230550137305822
97.0,5.8,1.9,1,1.536738525252411,0.4163734339355594
100.0,5.0,1.9,1,1.7424141460696208,0.2521285063218446
98.0,3.7,2.0,1,1.7169564306915894,-0.000926447773704208
94.0,4.3,3.2,1,1.3746203936271237,0.05479486291508039
96.0,4.4,1.8,1,1.5853774264502236,0.15306738822638008
100.0,5.2,1.0,1,1.8032987019066316,0.3454136254581807
99.0,5.0,-0.8,1,1.913178577808838,0.4182011813841908
99.0,2.3,0.8,1,1.95823710140147,-0.20353696909720517
93.0,1.8,3.6,1,1.4540956710764137,-0.45263443164838557
73.0,2.6,7.6,1,0.0506285304065017,-0.4809632030620951
58.0,6.5,11.5,2,-1.291713187569934,0.08511102665972992
44.0,10.6,14.5,2,-2.5220485185140595,0.7415777560213911
38.0,14.8,14.8,0,-3.12806170286519,1.5575294686174277
38.0,13.5,15.3,2,-3.0841477948058844,1.2745144524820873
41.0,15.5,13.9,0,-2.9465054829618516,1.739366147466899
42.0,12.0,13.5,2,-2.6336548061763003,1.080042423598748
46.0,10.4,12.1,2,-2.209495090596063,0.8419496880280901
49.0,8.4,10.6,2,-1.802084132857154,0.5350097431535219
50.0,9.1,9.6,2,-1.714553565606099,0.7286753667576908
49.0,10.0,9.2,2,-1.7916522509833626,0.9307557620657253
47.0,10.1,9.4,2,-1.9168706987545059,0.9438994731758557
50.0,8.4,8.3,2,-1.5619480776806005,0.6711223561760765
54.0,7.6,7.3,2,-1.222970528284937,0.5644218666828418
57.0,7.3,6.8,2,-1.0088986882957207,0.5276248860802517
68.0,6.5,4.8,1,-0.2298882231498094,0.46111311772849906
43.0,11.5,9.9,0,-2.253990794882075,1.197493793320742
48.0,9.3,8.8,2,-1.7641306818980023,0.8217020191253286
61.0,7.1,7.0,2,-0.8077698511833269,0.4650752292898028
62.0,7.7,6.3,2,-0.7383545472433042,0.6211638519683509
51.0,3.5,8.1,2,-1.1739906977168828,-0.27253115018284774
60.0,9.0,6.9,0,-0.9749102248146772,0.8434833437180127
67.0,11.2,6.6,0,-0.7362562271187454,1.269175564619201
72.0,9.2,8.6,0,-0.5142319478302774,0.744920679092203
68.0,7.6,10.8,2,-0.7948952323917888,0.3123954920724146
56.0,10.5,12.0,2,-1.6965975348086704,0.8385130824653173
49.0,14.4,12.6,0,-2.358770281858304,1.5808886463511787
54.0,11.4,11.5,0,-1.8166000416429178,1.0495298030315496
75.0,11.2,9.9,0,-0.5984758989207608,1.0465923185111685
87.0,9.8,8.3,1,0.2380169538906718,0.8363378057729625
87.0,11.7,8.1,0,0.13021642119293628,1.2178970064663703
92.0,19.1,6.0,0,0.07453510478441766,2.7693471193785246
93.0,10.3,4.9,1,0.7914664426456208,1.121697502894331
94.0,8.7,4.6,1,0.9718625575184907,0.8258018624344939
94.0,4.7,4.6,1,1.2334131936750516,0.04796651681341615
91.0,8.0,4.9,1,0.8396143960450452,0.6802274181552105
89.0,5.1,4.6,1,0.9516489740829,0.14021314885802263
92.0,6.9,2.6,1,1.1516768761646532,0.6024353111319688
94.0,6.3,1.7,1,1.3671152216235745,0.5343681221510895
96.0,5.2,2.2,1,1.5001952602656499,0.28445963430380355
92.0,5.6,3.3,1,1.1791547647473277,0.30733288347323223
93.0,6.4,2.4,1,1.2519285563561533,0.5144006849562301
94.0,5.8,2.0,1,1.3751550219281983,0.4190075866633608
94.0,3.9,2.9,1,1.425429486457726,-0.004857554361933384
96.0,2.6,2.8,1,1.6208951153375222,-0.2573955749200851
98.0,3.3,2.7,1,1.6855854261390375,-0.12101592266769823
99.0,3.7,3.1,1,1.6776801547654192,-0.07029983064888207
91.0,2.8,5.7,1,1.1138861451420512,-0.37930817724577476
79.0,2.3,8.1,1,0.33588576659846153,-0.5868750997711647
65.0,2.1,9.9,2,-0.514666513617576,-0.6940568978117863
58.0,5.4,10.9,2,-1.170478704196987,-0.0925314588158784
53.0,6.1,11.5,2,-1.5211672799307738,0.021790589580120878
58.0,7.1,11.7,2,-1.3473818024700488,0.1896989169794956
57.0,7.3,12.0,2,-1.4362351946881224,0.21335218647195517
59.0,7.1,10.8,2,-1.2222978836299112,0.24119964933827784
63.0,5.4,10.5,2,-0.8819975092672298,-0.08281973325158518
71.0,5.2,8.9,2,-0.32845717208396175,-0.04815316431746908
70.0,4.2,8.8,2,-0.30597333450180536,-0.23367567546454082
89.0,5.7,5.2,1,0.8631083202295232,0.22062621613099634
93.0,6.1,5.3,1,1.0332225716567485,0.28079556694540697
94.0,6.4,5.2,1,1.0729461148786208,0.3422843041321862
93.0,6.2,4.4,1,1.100645893397673,0.3546348024412161
95.0,4.7,3.9,1,1.3420610930385588,0.0873798376488024
95.0,5.0,3.8,1,1.3306628050651321,0.1517611943320813
93.0,4.6,4.3,1,1.213484157598613,0.04954436995448286
94.0,5.8,3.4,1,1.2601028855917822,0.33439570599958857
93.0,5.6,3.1,1,1.2467126154192578,0.31652767550012856
92.0,5.3,3.5,1,1.1823350429824389,0.2369078210282554
91.0,5.5,3.4,1,1.126353689717627,0.28473591356750705
87.0,6.1,4.5,1,0.7922356623914767,0.34650093001798965
87.0,8.6,5.3,1,0.5630224368871027,0.7842983749375793
89.0,10.1,5.4,1,0.5589666009806752,1.0641576847907859
88.0,11.0,5.9,0,0.4079058279585726,1.2118447282435383
82.0,13.4,7.2,0,-0.16258966750525936,1.6173334776931094
81.0,12.0,7.7,0,-0.16325882473733913,1.3177651974137419
75.0,11.5,8.6,0,-0.5112580700344025,1.1834981443348236
69.0,15.2,8.5,0,-1.051705385912701,1.9263952617750175
63.0,14.4,9.0,0,-1.3472162945447608,1.7579653808213103
63.0,14.2,9.2,0,-1.3505747822135636,1.7069862020168602
66.0,8.7,9.0,0,-0.8211411444357638,0.6408721548217748
79.0,5.4,7.8,1,0.1578380527920729,0.0340784103702649
77.0,4.0,7.2,1,0.19644517148616347,-0.19611648703392487
84.0,3.2,6.7,1,0.6476981657761469,-0.3417133638251488
88.0,3.4,6.3,1,0.8719799977027771,-0.2902172514833019
83.0,8.5,6.6,1,0.25823975141171973,0.6978547943809773
86.0,12.4,6.4,0,0.17302939422160094,1.459653809395425
88.0,10.9,6.2,0,0.3897905646475404,1.1742677273179174
88.0,9.7,6.2,1,0.4682557554945088,0.9409171236315937
87.0,15.8,6.2,0,0.018269204160453953,2.130008645200238
88.0,15.8,6.2,0,0.06939103535575307,2.1271160257037383
87.0,14.8,6.4,0,0.06722084372296344,1.923462397271572
86.0,17.1,6.6,0,-0.15072862273898913,2.3615229289767963
87.0,13.8,6.7,0,0.10795447354715744,1.7108724435812086
88.0,12.0,6.8,0,0.2685560812745937,1.3519102127935256
88.0,10.7,7.0,0,0.3371240185488452,1.0870263139432792
89.0,6.8,7.2,1,0.6268217005201605,0.3136568209428324
89.0,5.8,7.4,1,0.67577334008267,0.10711057301416693
89.0,6.9,7.8,1,0.570974876186354,0.2968404700131715
90.0,5.2,8.3,1,0.6921656790566145,-0.06685070018077657
89.0,4.6,8.8,1,0.6391863945932225,-0.21085191133592868
86.0,5.8,9.3,1,0.3662656614687796,0.0009580220314039641
82.0,6.0,10.1,1,0.0829567269732317,0.0030706212048729454
81.0,4.0,10.1,1,0.16261021385621305,-0.38295443210916624
80.0,2.4,10.2,1,0.20789062738522296,-0.6972396566227959
87.0,3.8,9.0,1,0.5728168399573056,-0.3727211529905407
92.0,6.7,6.2,1,0.8689060573931262,0.3459701364297864
94.0,8.2,5.3,1,0.9470303188698529,0.686266503899973
94.0,7.2,5.0,1,1.0370720071239392,0.5099387847797977
93.0,5.8,5.1,1,1.0692748888451213,0.2345453275472222
96.0,6.0,3.6,1,1.3328329966979218,0.35541482276424696
97.0,6.4,3.2,1,1.3906718032308267,0.4544805608766472
95.0,2.3,4.4,1,1.4579014260409182,-0.40953989853233447
100.0,0.5,3.4,1,1.9133884656710207,-0.7135918439273384
100.0,1.3,2.9,1,1.9021683871312856,-0.5278062459946329
99.0,2.3,2.7,1,1.802094916373477,-0.3183673785694674
99.0,3.5,2.6,1,1.7318477352648243,-0.0789730691214458
98.0,3.6,3.1,1,1.633097089474034,-0.0868530947929092
96.0,2.9,3.7,1,1.5273167299809414,-0.25345127585378646
97.0,0.8,3.9,1,1.6993166256818042,-0.6767948633247481
95.0,2.6,4.8,1,1.4054130893759147,-0.37537707065754566
90.0,0.8,6.9,1,1.0949235151652477,-0.8378576997001901
85.0,1.1,9.4,1,0.6142478180191243,-0.9161495953385611
74.0,1.5,11.8,2,-0.17147962246439252,-0.9515961845957079
65.0,1.1,13.8,2,-0.769781234372737,-1.1242202589232781
64.0,0.4,14.7,2,-0.8490937918854766,-1.311842176765749
62.0,1.1,15.6,2,-1.0710709032483121,-1.2243291041443431
62.0,2.3,15.8,2,-1.1659721135719112,-1.0030659119814156
69.0,3.6,15.2,2,-0.8438151935258069,-0.7342555265598755
83.0,6.1,11.8,1,-0.012166373286745354,-0.08311911259996622
85.0,7.1,9.0,1,0.2547939027375444,0.27477824613984814
89.0,6.9,8.0,1,0.5545388567097231,0.28475305848977545
92.0,5.1,7.3,1,0.8831282047342811,-0.031644765197322976
95.0,5.4,6.1,1,1.1154935174682215,0.09053949637513485
