relative_humidity_2m,wind_speed_10m,temperature_2m,Cluster,PCA1,PCA2
69.0,1.8,25.1,2,-1.5397003713485808,-1.682608302497464
69.0,1.8,25.1,2,-1.5397003713485808,-1.682608302497464
67.0,0.0,25.6,2,-1.565336296160304,-2.0570674978424393
67.0,5.7,24.8,2,-1.87230187477688,-0.9003024842388193
79.0,2.4,23.9,2,-0.9690985379592882,-1.5223347264789238
84.0,13.5,21.7,0,-1.2584961830743104,0.7546567868944252
94.0,6.0,19.1,1,-0.04320217513156631,-0.5755743313059456
97.0,3.6,18.5,1,0.31640175857816055,-1.0146911625979034
98.0,4.2,17.9,1,0.3775990527798681,-0.8646462456810534
99.0,3.9,17.9,1,0.4483371816869092,-0.925876516099134
98.0,3.2,18.7,1,0.37724263391248497,-1.107454728179907
97.0,3.3,18.9,1,0.30314601733664104,-1.0972036365662763
98.0,3.1,19.0,1,0.3591273706014528,-1.145031729105528
98.0,2.9,18.7,1,0.3968589316242271,-1.165792379101488
98.0,2.6,18.7,1,0.4164752293359691,-1.2241300300230686
95.0,2.6,19.2,1,0.22201968705849465,-1.2456707003420595
94.0,1.3,19.4,1,0.23946579313744695,-1.5076619796958062
87.0,8.9,20.1,2,-0.6728593020953212,-0.05183242687214555
85.0,9.2,20.7,2,-0.8440273206275539,-0.023971771527753424
79.0,6.1,21.9,2,-1.046672681637799,-0.6819629165454663
72.0,4.0,23.4,2,-1.3904815620974296,-1.160733722946504
69.0,2.5,24.7,2,-1.5525996937227171,-1.5223122939669833
65.0,2.6,25.3,2,-1.8129338428377204,-1.5275581669106453
67.0,1.0,26.1,2,-1.6718140038910212,-1.8928271902456604
65.0,0.5,26.5,2,-1.774235875715311,-2.0084461925020873
63.0,1.4,26.6,2,-1.943546440979451,-1.8336917065060432
67.0,4.4,25.5,2,-1.8448239861942055,-1.1954049118975556
72.0,4.7,24.8,2,-1.5513050597612439,-1.1092244181265878
79.0,6.4,23.7,2,-1.2142131546392185,-0.7324119693344495
88.0,3.4,22.1,2,-0.42646554095105893,-1.2451227618315879
92.0,4.5,20.4,1,-0.15419847556155425,-0.9400455218229242
97.0,5.8,19.5,1,0.09036881130889779,-0.6473187801232907
98.0,4.9,19.2,1,0.22499356485436942,-0.8070932350994389
100.0,4.6,19.5,1,0.3221994957417635,-0.8893472422991134
100.0,1.8,20.2,1,0.44775887288314825,-1.476137924565754
99.0,3.8,19.6,1,0.3151697820394612,-1.0480653976885272
98.0,4.8,19.5,1,0.20687830154333722,-0.84467023602506
98.0,3.8,19.7,1,0.25582994110584667,-1.0512164839537255
98.0,3.7,19.6,1,0.270586716748076,-1.0646186618325544
97.0,3.0,20.3,1,0.2077101787119672,-1.2401531681516293
95.0,3.4,21.0,1,0.02178538453750485,-1.1988903349284081
86.0,6.2,21.8,2,-0.6871406194363037,-0.6767216636187398
79.0,3.4,23.2,2,-0.9769601288302207,-1.285569949741768
69.0,5.6,24.5,2,-1.7388654172674212,-0.9074024895872518
64.0,11.2,24.7,2,-2.3770814833397327,0.18394268024136012
69.0,9.4,23.8,2,-1.9298124534479464,-0.12615297091534153
83.0,9.7,20.8,2,-0.9871828222760378,0.07299917990618282
69.0,5.9,24.1,2,-1.7256096760259019,-0.8248900156188789
68.0,13.8,23.4,2,-2.2357679454622006,0.7565333518111363
76.0,14.6,22.2,0,-1.780487306271335,0.9614839341037296
84.0,15.2,20.2,0,-1.2463850573661177,1.1758923952088534
90.0,6.7,19.3,1,-0.3098968807167917,-0.43997007935965365
91.0,8.0,18.9,1,-0.31090696731911316,-0.16589138848251106
91.0,8.4,18.1,1,-0.27131795302824613,-0.03975820782681917
91.0,4.9,17.6,1,-0.0013710976996780756,-0.6901456064367724
91.0,7.2,17.4,1,-0.13532669401306965,-0.23080287118125636
93.0,7.9,16.6,1,-0.013110315043346425,-0.05211727859698331
90.0,6.5,16.8,1,-0.09136910545107828,-0.3277692025982573
91.0,9.7,16.1,1,-0.19196171501282006,0.33391239473399115
94.0,4.0,15.4,1,0.39163950326438474,-0.740874890933658
97.0,4.3,14.8,1,0.5746967575684327,-0.6549528639313884
97.0,4.7,14.0,1,0.6142857718593,-0.5288196832756964
93.0,4.7,14.9,1,0.3358363594332647,-0.5716425571449795
90.0,8.9,15.3,1,-0.12502934107028368,0.22958759119985975
92.0,6.4,15.2,1,0.14890147865648076,-0.2563010330446155
92.0,5.7,15.1,1,0.20289084972219434,-0.3863785127666062
90.0,6.1,15.4,1,0.049838094500993774,-0.320940856496593
85.0,6.5,16.0,1,-0.2812341835210507,-0.26495645902217435
81.0,5.9,16.6,2,-0.49579697130865574,-0.4063235174495251
74.0,4.0,17.9,2,-0.8362473640994834,-0.8341151450461128
68.0,2.1,19.0,2,-1.1091399062183815,-1.2527119806158047
68.0,3.7,19.0,2,-1.213760160681006,-0.9415778423673733
63.0,3.9,19.6,2,-1.5317549068952223,-0.9244852121740087
60.0,2.6,19.9,2,-1.6247704729451835,-1.1867349582964537
58.0,2.0,19.9,2,-1.6877815399122977,-1.2976250211466158
60.0,3.8,19.6,2,-1.6785816345772058,-0.9352532373250364
66.0,5.6,18.8,2,-1.42380435576934,-0.5542334026809659
77.0,4.6,17.3,2,-0.6728064075071778,-0.6898554671222625
81.0,5.2,16.5,2,-0.441807600242942,-0.5364009971715157
80.0,1.8,17.4,2,-0.3445734783500029,-1.2490617733082143
86.0,1.5,17.0,1,0.01464584548679567,-1.3005803181620017
94.0,2.9,16.5,1,0.3731678210859695,-1.0212603743581325
99.0,6.3,14.2,1,0.595473160310643,-0.23555819554366078
98.0,5.0,14.8,1,0.5800472274363336,-0.5217242979441995
100.0,1.8,14.6,1,0.9079674182288117,-1.1376904019106653
100.0,5.6,12.4,1,0.8402905281230179,-0.26578529681328505
100.0,4.8,12.3,1,0.9008186650926454,-0.4153086601758026
100.0,2.6,14.0,1,0.9049653494273918,-0.9458610982162617
91.0,0.0,15.9,1,0.45873459714347137,-1.5402509068737267
76.0,1.5,17.8,2,-0.5623165443727193,-1.3200037692905882
72.0,2.1,19.2,2,-0.9210886009138157,-1.2763698701251998
67.0,1.1,20.6,2,-1.2263622341875873,-1.5409774897117425
60.0,1.6,21.9,2,-1.7237430086723515,-1.5020679099356833
55.0,1.1,23.0,2,-2.037056442250747,-1.6513149940344976
52.0,0.7,24.0,2,-2.246446969604142,-1.780857727724086
49.0,3.4,24.6,2,-2.6256672010256112,-1.2834032455105475
49.0,1.5,24.7,2,-2.5096486585895597,-1.6589187404422572
51.0,2.9,24.3,2,-2.466075679900496,-1.3682867854210876
55.0,4.3,24.0,2,-2.3284770485591495,-1.0894837751546151
60.0,4.3,23.5,2,-2.031777843891077,-1.073728343828624
76.0,4.2,21.9,2,-1.07580162304933,-1.042756847225979
81.0,5.5,20.7,2,-0.8065803069639316,-0.7318989882412514
75.0,4.2,21.5,2,-1.0940514152913674,-1.0156894046826872
76.0,1.8,21.6,2,-0.8942172121404472,-1.4913269373135318
82.0,1.1,20.8,2,-0.4759707857347307,-1.5964541936826353
93.0,4.9,17.7,1,0.09265455495260501,-0.7019745511914698
95.0,5.8,16.5,1,0.2346654410677619,-0.46022236827935076
96.0,3.7,16.9,1,0.39022931729199406,-0.8956533672737085
94.0,3.3,17.7,1,0.24839664061052846,-1.0160013089364008
94.0,2.6,17.8,1,0.28594999219961115,-1.1581662001817876
95.0,2.9,17.6,1,0.3338915451597991,-1.0906337572333105
97.0,2.1,17.8,1,0.47200931530507895,-1.2640734768739217
86.0,3.4,19.4,2,-0.3068229404071408,-1.076157467272742
78.0,1.8,21.1,2,-0.7508835010582718,-1.4668936474980414
73.0,2.6,22.8,2,-1.198508949817442,-1.3996064788401932
67.0,3.3,24.5,2,-1.690717463867997,-1.348872574326372
65.0,2.6,25.7,2,-1.845805881790982,-1.5517329899574372
62.0,3.4,27.2,2,-2.174751648682923,-1.4781436487691926
58.0,3.6,28.2,2,-2.4744966026551016,-1.4881184611191198
54.0,4.7,28.2,2,-2.7509103523793526,-1.2626432630873243
53.0,7.6,28.5,2,-3.0163104240031045,-0.7139511353006369
52.0,7.7,28.8,2,-3.0986250503172643,-0.7097437494487044
53.0,7.7,28.2,2,-2.998195160692073,-0.676374134375016
62.0,5.2,27.4,2,-2.3088854544300057,-1.1402051547631031
70.0,4.2,26.0,2,-1.719471009492057,-1.273193066476599
80.0,17.3,22.7,0,-1.7936367095873942,1.4447337856034683
89.0,5.9,21.3,2,-0.4730687794470871,-0.7135186442213298
92.0,5.9,20.9,1,-0.2868312469079277,-0.6980216796640368
95.0,5.7,19.9,1,-0.038208124131048175,-0.6851542478176101
94.0,4.5,20.0,1,-0.019082774217694536,-0.9216559377691318
93.0,4.4,20.2,1,-0.08010185898571034,-0.9502966134365549
97.0,3.3,19.3,1,0.2702739783833793,-1.1213784596130685
91.0,7.2,19.6,1,-0.31612290825600897,-0.36376439793861276
90.0,8.2,19.0,1,-0.3833243400605558,-0.13015070746665552
93.0,5.4,18.4,1,0.0024346572648270533,-0.6470510733207211
92.0,4.6,19.1,1,-0.05390311486736819,-0.8420314632803234
86.0,4.6,20.1,2,-0.44281419942231715,-0.8851128039183048
82.0,7.6,21.0,2,-0.9174265889657732,-0.3445591685717793
76.0,11.8,21.7,2,-1.5563118122701654,0.44721772097746526
76.0,13.0,21.9,0,-1.6512130225937642,0.6684809131403926
75.0,12.9,22.3,0,-1.7286681268384112,0.6277528259495733
77.0,12.0,21.3,2,-1.4853954739294324,0.5073916918088113
72.0,10.0,22.8,2,-1.733499457902379,0.04228153005530086
75.0,11.9,22.1,2,-1.64684444832264,0.44538140106769986
70.0,13.0,22.7,2,-2.0236880876720824,0.6374869840258072
66.0,12.9,22.8,2,-2.2298546562876806,0.6235678726095811
65.0,12.2,22.4,2,-2.2023330872023195,0.5145141296691841
65.0,10.1,21.9,2,-2.023928954528548,0.13636910202660846
65.0,6.6,21.3,2,-1.7457640894616648,-0.5079745908216469
67.0,4.9,20.3,2,-1.450181309321374,-0.7839027940866243
71.0,4.4,19.4,2,-1.1390380673757683,-0.8383093384199759
70.0,4.2,19.4,2,-1.1770823667632395,-0.87430848620453
79.0,4.3,18.8,2,-0.6742165934795687,-0.8446339434623131
79.0,2.6,18.7,2,-0.5548395633747147,-1.169170259589573
85.0,2.9,18.4,2,-0.24307084469971552,-1.110057208361897
81.0,3.7,18.6,2,-0.5163043161888554,-0.9550070727750783
75.0,4.0,18.4,2,-0.8262155815957613,-0.8672262933511027
76.0,4.5,18.1,2,-0.7831335507050864,-0.7547583773598738
80.0,3.9,17.7,2,-0.5065415915471437,-0.8588293341422424
81.0,3.2,17.7,2,-0.4096483990244464,-0.9978431391224308
79.0,2.8,18.0,2,-0.5103910270143349,-1.0879725519766332
78.0,0.4,18.3,2,-0.42923650573064376,-1.569912257137874
74.0,1.1,19.6,2,-0.7863293184373389,-1.5007887685702608
68.0,3.9,21.0,2,-1.3911978872551423,-1.0235601903202798
64.0,3.3,21.8,2,-1.6221966945193782,-1.1770146602710265
62.0,3.0,22.4,2,-1.7541321176281268,-1.2658293067697957
61.0,3.3,22.8,2,-1.8577422854884298,-1.2287738593985074
55.0,4.7,24.2,2,-2.3710681316514366,-1.0237876521159033
54.0,4.1,24.1,2,-2.3747393576849363,-1.1315266287008676
55.0,6.4,24.1,2,-2.4740091422796597,-0.6871639244652473
55.0,7.1,23.9,2,-2.503344484130427,-0.5389553274581627
60.0,7.9,23.3,2,-2.2507373969553512,-0.36158912124625775
69.0,6.9,22.2,2,-1.634855150037049,-0.5156007697413469
78.0,5.4,20.0,2,-0.8958809664777071,-0.700361073060393
82.0,6.1,18.5,2,-0.6138948569491773,-0.4851547791372332
85.0,5.9,17.8,2,-0.3899257633872441,-0.49041846457590027
88.0,5.2,17.4,1,-0.15791686952068665,-0.6110426855022961
89.0,6.0,17.4,1,-0.15910516555669965,-0.45836823587458025
91.0,6.0,17.1,1,-0.03220747395115521,-0.44602235758248593
94.0,5.4,16.4,1,0.21791668322643434,-0.5290695775832607
97.0,4.5,15.8,1,0.4794391283774505,-0.6764981542673146
98.0,4.8,15.3,1,0.5520347105525847,-0.5908345940337435
99.0,4.4,15.1,1,0.6457476248401707,-0.6594233365689549
97.0,5.1,16.4,1,0.39089847452407406,-0.5960850869943409
90.0,6.2,17.7,1,-0.14571489538417487,-0.4405002053751202
84.0,5.4,19.2,2,-0.5234059013993888,-0.6693671439458074
80.0,3.2,20.4,2,-0.6826564931542617,-1.1581305751917772
75.0,3.1,21.8,2,-1.0467790195632594,-1.2477252420135776
66.0,3.1,24.0,2,-1.6876717145638909,-1.354653193302436
58.0,1.3,26.0,2,-2.14330877262214,-1.8024122580938833
58.0,1.4,26.2,2,-2.1662835580026845,-1.7950537859767521
57.0,4.6,27.1,2,-2.5006079857680716,-1.2242862418386726
56.0,4.6,27.4,2,-2.576383846178316,-1.2395247396272664
55.0,3.9,27.5,2,-2.589952325784533,-1.3787970113761534
54.0,4.2,27.5,2,-2.6606904546915744,-1.3175667409580727
58.0,5.6,26.8,2,-2.4902197843969662,-1.0145889076448087
71.0,6.4,25.0,2,-1.7300219307997122,-0.7878391882645256
82.0,6.9,22.0,2,-0.9538353250215293,-0.541117411672448
80.0,6.3,21.5,2,-0.9757563432970663,-0.6217889457141202
85.0,5.7,20.5,2,-0.5987344945139322,-0.6924902874228006
87.0,4.3,20.3,2,-0.3885120899919067,-0.9584304858597814
93.0,4.7,18.8,1,0.015333979638963383,-0.807347081851202
97.0,5.2,17.9,1,0.26108956254542875,-0.6672947897792841
98.0,4.4,17.7,1,0.3809575404486708,-0.8136670668766034
98.0,6.0,16.6,1,0.36673539310751585,-0.43605216524949425
99.0,3.4,18.3,1,0.4481589722532176,-1.047280757348561
100.0,3.1,18.2,1,0.5271151108985744,-1.1024673220049435
100.0,0.5,18.5,1,0.6724689951853928,-1.6261914139437381
95.0,0.5,20.1,1,0.28537168339585034,-1.7084276086484076
86.0,0.8,21.9,2,-0.34226527036326143,-1.732843085968893
80.0,1.5,23.5,2,-0.8262557746755015,-1.676065475693374
74.0,2.6,24.9,2,-1.3199653231267663,-1.529416919332351
67.0,1.8,26.7,2,-1.7734321895522258,-1.7735223556916324
60.0,2.5,27.5,2,-2.242800447153241,-1.6655024798260296
53.0,5.2,28.4,2,-2.8511620325708527,-1.1746086369115853
47.0,4.2,29.0,2,-3.1418134191333995,-1.3879739909080444
43.0,5.7,29.4,2,-3.4772542714265677,-1.1088900813609333
42.0,5.4,29.2,2,-3.492323785433495,-1.1522477012626184
44.0,7.6,28.4,2,-3.468188895022481,-0.6818738540704409
65.0,3.3,26.7,2,-1.9737573405015343,-1.4760488620907288
76.0,3.6,25.5,2,-1.332417378205201,-1.377005556490269
71.0,4.3,24.8,2,-1.5762718273408869,-1.1841153331921959
78.0,3.8,23.3,2,-1.0624550333794915,-1.2109375014448587
88.0,5.6,20.7,2,-0.45526625450075153,-0.7327014410762229
90.0,6.1,20.3,1,-0.3528443826764617,-0.6170824388197956
87.0,4.3,21.6,2,-0.49534621659000716,-1.0369986607618555
93.0,1.3,20.9,1,0.06507381586741681,-1.5954249466247765
91.0,0.8,20.0,1,0.06948607064122717,-1.6324757739791296
99.0,2.3,19.5,1,0.42146928033648695,-1.3337099465347335
100.0,7.4,17.3,1,0.3199102646751098,-0.21190097360700247
97.0,6.3,18.4,1,0.1480730889107974,-0.4836085985419777
95.0,2.2,19.9,1,0.19064868250594275,-1.3657601752360533
86.0,2.2,21.5,2,-0.4009359540647964,-1.4364258919547237
78.0,1.1,23.0,2,-0.8612543247588664,-1.7178452424539923
73.0,1.5,24.4,2,-1.258070680687434,-1.7102104910731577
67.0,1.5,25.6,2,-1.6634177847190144,-1.7653792432345354
63.0,1.1,26.6,2,-1.9239301432677087,-1.8920293574276243
59.0,0.4,27.3,2,-2.1401721748897153,-2.0588860052572
57.0,1.1,27.8,2,-2.3292772472992884,-1.9471981095890019
48.0,1.8,28.9,2,-2.9255431965058487,-1.851524112015493
47.0,1.1,29.3,2,-2.9637657053270114,-2.0089275010494743
47.0,1.6,29.3,2,-2.9964595348465815,-1.9116980828468397
48.0,3.3,29.1,2,-3.04006070454119,-1.571923268930985
53.0,3.8,28.3,2,-2.7514013001777413,-1.4408073021172654
53.0,2.2,27.7,2,-2.597472987285224,-1.7156792057955081
54.0,4.1,26.9,2,-2.6048436303577676,-1.3007503900284116
76.0,6.8,23.2,2,-1.352643663149195,-0.6157320474743525
76.0,5.8,23.9,2,-1.3447820722782626,-0.8524968242115081
84.0,6.6,22.5,2,-0.873065413610766,-0.6354588303955186
89.0,6.8,21.1,2,-0.5154816531056825,-0.5264182799331913
88.0,6.3,21.9,2,-0.5996537326879346,-0.6691047247329103
96.0,4.6,18.0,1,0.24098231703529818,-0.7871211778876441
98.0,4.1,18.3,1,0.35126577973052026,-0.9082669523683726
97.0,8.8,18.3,1,-0.007178048948738101,0.008582198232894044
91.0,4.2,18.0,1,0.011528224674458605,-0.8504416149672531
83.0,8.0,19.5,2,-0.7691896753113989,-0.17901266708070102
78.0,6.9,20.7,2,-1.0514885232046254,-0.45097875878437466
72.0,4.7,22.0,2,-1.3212007870884122,-0.9400006567990433
68.0,5.6,23.5,2,-1.7078071510795663,-0.844072812473772
66.0,0.5,24.7,2,-1.575189869230334,-1.902552108288023
65.0,4.9,25.3,2,-1.963325458627743,-1.0803028431785253
62.0,5.4,26.1,2,-2.215128859639734,-1.0227452125799754
61.0,6.2,26.2,2,-2.3267788278046604,-0.870329229720958
57.0,5.4,26.4,2,-2.4953920448311755,-1.0264132323825705
55.0,6.3,27.0,2,-2.705792658786893,-0.8818772751950167
53.0,10.1,26.7,2,-3.0318553963112778,-0.11901734057689897
66.0,12.4,23.9,2,-2.2875589338895796,0.45985769102826846
78.0,7.0,22.2,2,-1.1812974351832706,-0.522188461569318
87.0,9.9,21.0,2,-0.8122090487793002,0.08823305767784187
91.0,7.8,20.1,1,-0.3964455523710702,-0.27730762490394123
94.0,5.2,19.3,1,-0.0073280673768847514,-0.7432288119535571
95.0,3.6,18.5,1,0.2141580961875622,-1.0089059236049038
99.0,4.8,17.6,1,0.4141423177666292,-0.7327324460492975
98.0,5.6,17.5,1,0.31892836907833333,-0.5682290516668842
92.0,5.8,17.8,1,-0.025534179116236,-0.5301126846919257
98.0,4.6,18.7,1,0.2856999112576886,-0.8352123572125297
98.0,4.1,18.1,1,0.36770179920715107,-0.8961795408449766
98.0,4.5,18.5,1,0.30867469663823344,-0.8425708293296607
98.0,3.8,17.6,1,0.4284081456104703,-0.9242986629580674
94.0,3.3,18.5,1,0.1826525627040051,-1.064350955029985
91.0,4.7,19.1,1,-0.11156371196658131,-0.8196929601432965
87.0,5.7,19.4,2,-0.4060927250018643,-0.6317947630371219
87.0,7.7,19.6,2,-0.5533040625567758,-0.2549645017499789
84.0,5.8,20.2,2,-0.6317410623981992,-0.6520206670006798
82.0,6.2,21.1,2,-0.8341018760492924,-0.6228452453008546
78.0,6.3,22.1,2,-1.1273080641175572,-0.6522659412913088
74.0,8.4,22.8,2,-1.5266355410491563,-0.27463784718612977
80.0,5.0,21.1,2,-0.8578803475929224,-0.8504106099941785
69.0,6.0,22.6,2,-1.6088782958550845,-0.7147885455528817
64.0,7.0,23.3,2,-1.9874011790389285,-0.5481725519969995
63.0,7.1,23.5,2,-2.0614977956147724,-0.5379214603833689
65.0,6.6,23.2,2,-1.9019062744896575,-0.622805000293909
74.0,3.9,22.4,2,-1.1995190364197632,-1.1255277879630503
84.0,4.2,20.6,2,-0.5599928468888364,-0.9873296282959031
84.0,4.7,20.0,2,-0.5433786179785141,-0.8538379755230802
87.0,5.1,19.1,2,-0.3422061003634341,-0.7303389475951898
87.0,3.8,19.4,2,-0.28185617282749775,-1.001266552207134
85.0,2.9,19.6,2,-0.34168696155950073,-1.182581677502273
84.0,4.5,19.4,2,-0.4809930277407934,-0.856467508233946
78.0,4.3,18.7,2,-0.7171204149365523,-0.8356976182041153
81.0,2.9,18.1,2,-0.4229041402659661,-1.0803556130908039
84.0,2.2,17.9,2,-0.2073312658760395,-1.2130672455405958
85.0,3.6,17.8,2,-0.23953414759722147,-0.9376737883080202
86.0,3.1,17.7,1,-0.14750047714403663,-1.0317521202454565
86.0,2.6,17.9,1,-0.13124266710109728,-1.1410689499714874
82.0,2.8,18.9,2,-0.43098762107327615,-1.1510437623214145
76.0,4.8,20.3,2,-0.9835460626597675,-0.8293822531956493
70.0,6.6,21.7,2,-1.5230269724384307,-0.5466125113509377
67.0,6.9,22.4,2,-1.753534831904278,-0.5219029422717434
63.0,7.9,23.4,2,-2.105589913107769,-0.37631068549745494
60.0,10.1,24.2,2,-2.468552334486298,0.011826966990052966
53.0,11.2,25.6,2,-3.0133837141328628,0.1613681428475753
50.0,12.7,25.6,2,-3.2648306962774707,0.46173425594497913
58.0,13.0,24.7,2,-2.8015102567819805,0.5513243027498439
59.0,10.7,24.5,2,-2.583560790320028,0.11326377104462033
68.0,12.4,22.7,2,-2.0866991546391964,0.526596921175645
78.0,11.4,20.8,2,-1.353950998619072,0.41804229927764
90.0,9.1,18.9,1,-0.4339552234574666,0.050905951059785196
95.0,9.5,18.0,1,-0.13053904345178827,0.16861973999467628
94.0,10.2,17.7,1,-0.20277820675953934,0.32576466225995854
94.0,7.2,17.8,1,-0.014833239380434116,-0.26365555271754787
94.0,7.4,17.8,1,-0.02791077118826223,-0.22476378543649392
94.0,7.1,17.9,1,-0.01651248321483538,-0.2891451421197728
93.0,6.2,18.0,1,-0.01700343101322363,-0.46730918114971354
95.0,4.1,17.6,1,0.25542635431283073,-0.8572831535469873
96.0,3.7,17.2,1,0.3655752880770478,-0.9137844845588026
93.0,3.0,17.1,1,0.2661991655568639,-1.035184105791294
93.0,2.5,17.3,1,0.28245697559980326,-1.1445009355173248
89.0,6.1,17.5,1,-0.1738619411989292,-0.4449660579957515
83.0,5.2,18.0,2,-0.4628340839270749,-0.6328418225899854
78.0,1.8,19.2,2,-0.5947413160302788,-1.352063238025779
73.0,2.4,20.2,2,-0.9717631648134128,-1.2813618963170987
68.0,4.0,21.0,2,-1.3977366531590565,-1.0041143066797527
65.0,6.2,21.9,2,-1.768917084275901,-0.6220203599539424
63.0,7.9,22.4,2,-2.0234098157246145,-0.3158736278804748
60.0,9.7,22.9,2,-2.3355631442725415,0.012611607330019316
59.0,9.4,22.9,2,-2.367068677756099,-0.04283342409506152
57.0,8.8,22.9,2,-2.430079744723213,-0.15372348694522364
56.0,8.7,22.7,2,-2.4582267905379673,-0.1581893395658551
59.0,6.4,22.2,2,-2.1133796324704703,-0.583903992978984
71.0,2.8,21.2,2,-1.1823419882028214,-1.2582301803789715
81.0,6.9,18.2,2,-0.6926727861608425,-0.30856397323142365
83.0,7.3,17.1,2,-0.5261860802644308,-0.17008491428363748
82.0,5.8,17.3,2,-0.4956624423776504,-0.47096796091843796
86.0,5.1,16.5,1,-0.1796596783625322,-0.5703099782945417
84.0,4.0,17.0,2,-0.25106696450165333,-0.8086479881558285
85.0,4.7,16.8,1,-0.22928047515712158,-0.6633320106452436
92.0,4.6,15.4,1,0.2501632454503024,-0.6184143500974968
92.0,4.7,15.8,1,0.2107524405931267,-0.6231432895037619
93.0,5.4,15.5,1,0.240756939675974,-0.4717836062314788
92.0,4.8,15.2,1,0.25352173311910525,-0.5674351712930469
90.0,3.8,16.0,1,0.1509216518611239,-0.8044584147989009
83.0,3.7,17.4,2,-0.31544453693847196,-0.8882678426277015
78.0,6.5,18.7,2,-0.8609732648226609,-0.4078881781125223
73.0,6.4,20.2,2,-1.233313800969974,-0.5035265506960206
67.0,6.2,21.7,2,-1.6502374024086721,-0.6157181874235461
61.0,6.2,22.9,2,-2.0555845064402516,-0.6708869395849235
57.0,6.4,23.7,2,-2.3388934409357995,-0.6687743404114547
53.0,6.1,24.6,2,-2.5977265556500932,-0.7699348652023189
54.0,1.8,25.2,2,-2.314745849016383,-1.6452627158116653
53.0,2.6,25.4,2,-2.4346138269196254,-1.498890438714346
53.0,3.6,25.4,2,-2.500001485958766,-1.3044316023090765
53.0,4.0,25.3,2,-2.5179385398361065,-1.220604361985271
55.0,2.6,24.9,2,-2.29128011583745,-1.4744571488988554
57.0,0.5,24.4,2,-2.01063232077308,-1.8583874155344309
61.0,2.1,23.5,2,-1.8368031628096693,-1.5044304034167169
70.0,1.6,22.3,2,-1.2453967356726219,-1.5551689279474732
79.0,0.8,21.2,2,-0.6425920205621477,-1.6702888091615087
87.0,1.0,20.4,2,-0.18095082490105902,-1.6061883517588686
94.0,1.8,19.8,1,0.17389992466461507,-1.4346073845399634
98.0,1.5,19.2,1,0.4473116055874464,-1.4682532788773552
97.0,5.1,16.2,1,0.40733449400070487,-0.5839976754709449
98.0,1.9,17.2,1,0.5855167367380986,-1.269595629081287
100.0,3.2,17.2,1,0.6027564423778146,-1.0225843807474364
100.0,5.4,14.6,1,0.6725718456879067,-0.43763859085169504
98.0,4.1,16.7,1,0.4827539355435671,-0.8115676601812043
92.0,2.2,18.2,1,0.17698935447140737,-1.2543393187976877
77.0,2.5,20.6,2,-0.806686644889392,-1.2976613137093629
69.0,4.5,22.1,2,-1.4697067586047972,-0.9762582713522959
65.0,5.4,23.2,2,-1.8234410836426893,-0.8561556039802323
61.0,4.7,24.4,2,-2.0807731639562723,-1.053230780618298
59.0,3.0,25.3,2,-2.1458198936251716,-1.432418915369539
58.0,3.5,25.9,2,-2.278943612769933,-1.3685591122405922
56.0,4.6,26.5,2,-2.502421758533478,-1.1851313877719845
53.0,4.0,27.0,2,-2.6576447053874683,-1.323347359934137
52.0,3.0,27.1,2,-2.651596887281943,-1.520957282604605
51.0,2.2,26.9,2,-2.6339725717692986,-1.6615443207089244
55.0,3.0,26.4,2,-2.440705325527837,-1.4873292007622179
67.0,3.4,25.0,2,-1.738346278463488,-1.3596452194943351
57.0,1.5,24.9,2,-2.1171100285037974,-1.6941471079376513
67.0,2.9,23.8,2,-1.607036332084133,-1.3843501685565938
76.0,4.1,22.9,2,-1.15144295452857,-1.122639788483486
82.0,4.8,22.1,2,-0.8247392507776502,-0.9555246738852121
87.0,4.6,21.6,2,-0.5149625143017493,-0.9786610098402748
92.0,2.5,21.2,1,-0.08916723538979719,-1.3773128407270474
84.0,0.5,20.8,2,-0.33449452792064827,-1.7189147345187963
94.0,3.6,18.0,1,0.20412631368384007,-0.9757947752999141
97.0,5.5,16.9,1,0.3236533622168408,-0.5485200812407232
95.0,2.6,18.3,1,0.29598177470333326,-1.1912773484867774
99.0,1.3,18.5,1,0.5690370367587814,-1.4677317253230229
90.0,4.4,20.9,2,-0.2909934207398156,-0.9839246952789416
79.0,3.4,23.2,2,-0.9769601288302207,-1.285569949741768
71.0,2.5,24.9,2,-1.4667920508087497,-1.5401849444833786
65.0,2.3,26.4,2,-1.8837156522474479,-1.6523765812109041
57.0,4.3,27.8,2,-2.5385177562245373,-1.3249298330921395
53.0,7.2,28.9,2,-3.02302739934071,-0.8159094929095366
49.0,9.3,29.7,2,-3.430572886010625,-0.4443251045660557
48.0,6.1,29.9,2,-3.2888902277573058,-1.0757881730898144
44.0,8.1,30.5,2,-3.673460929046675,-0.7115622568634645
43.0,10.4,30.1,2,-3.8421023370787353,-0.23723949058805274
59.0,9.7,28.0,2,-2.805803472121927,-0.29272476702007943
63.0,7.1,26.9,2,-2.340910126717496,-0.743407456281101
76.0,3.1,25.9,2,-1.3325955876388924,-1.498409797739696
80.0,7.4,23.1,2,-1.1791709240531674,-0.5045835178554919
79.0,5.6,22.2,2,-1.038632881333175,-0.7973234520331951
84.0,6.7,21.0,2,-0.7563340334399488,-0.5253573603295213
87.0,5.8,20.4,2,-0.4948115882889323,-0.672785937013575
85.0,6.1,20.6,2,-0.6331075678679038,-0.6207504586223909
